adm1_code,adm1_name,adm2_code,adm2_name,dimension,category,indicator_key,indicator,value,authority,dataset,method
TZ01,Dodoma,TZ0106,Bahi,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0106,Bahi,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,10,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ01,Dodoma,TZ0106,Bahi,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0106,Bahi,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.533333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0106,Bahi,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,7.5,MoH,TDHS 2022,under-5 stunting
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,3.96,MoH,2022 PHC health facilities,resource availability
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.866666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,5.1,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,4.45,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.3,NBS / MoH,2022 PHC schools,resource availability
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ01,Dodoma,TZ0106,Bahi,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.5,PMO-DMD,INFORM SADC governance,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,2.99,NBS,2022 PHC population,"population density, log min-max"
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:drought,Drought,8.6,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:flood,Flood,5.7,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,4,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,4.75,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,1.35,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,7.7,NBS,Household Budget Survey 2017/18,poverty headcount
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.966666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,4.9,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,10,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,4.533333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,7.5,MoH,TDHS 2022,under-5 stunting
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,3.96,MoH,2022 PHC health facilities,resource availability
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,9.866666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,4.1,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,4.45,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Infrastructure,coping:education,Education,6.3,NBS / MoH,2022 PHC schools,resource availability
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ01,Dodoma,TZ0107,Chemba,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.5,PMO-DMD,INFORM SADC governance,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,2.59,NBS,2022 PHC population,"population density, log min-max"
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:drought,Drought,9.2,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,3.6,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:flood,Flood,3.4,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,4.7,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,10,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,6.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,4.675,NBS,Household Budget Survey 2017/18,poverty headcount
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.333333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,4.2,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,0.8,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.075,MoH,TDHS 2022,under-5 stunting
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.54,MoH,2022 PHC health facilities,resource availability
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,8.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,7.1,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,6.55,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Infrastructure,coping:education,Education,5.3,NBS / MoH,2022 PHC schools,resource availability
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ02,Arusha,TZ0201,Monduli,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.5,PMO-DMD,INFORM SADC governance,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:drought,Drought,8.6,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,5,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:flood,Flood,3.8,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,6.5,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,10,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,6.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,4.675,NBS,Household Budget Survey 2017/18,poverty headcount
TZ02,Arusha,TZ0202,Meru,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.333333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,4.2,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ02,Arusha,TZ0202,Meru,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,0.8,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.075,MoH,TDHS 2022,under-5 stunting
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.54,MoH,2022 PHC health facilities,resource availability
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,8.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,6.55,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Infrastructure,coping:education,Education,5.3,NBS / MoH,2022 PHC schools,resource availability
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ02,Arusha,TZ0202,Meru,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.5,PMO-DMD,INFORM SADC governance,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:drought,Drought,8.6,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,2.8,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:flood,Flood,0,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,4.5,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,10,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Natural hazards,hazard:wildfire,Wildfire,4,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Human hazards,hazard:conflictIntensity,Conflict Intensity,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Human hazards,hazard:conflictRisk,Conflict Risk,0.7,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Hazard & Exposure,Human hazards,hazard:internalViolence,Internal Violence,6.85,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Socio-economic,vulnerability:developmentPoverty,Development Poverty,4.675,NBS,Household Budget Survey 2017/18,poverty headcount
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Socio-economic,vulnerability:economicDependency,Economic Dependency,3.333333333,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Socio-economic,vulnerability:habitat,Habitat,5.1,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Socio-economic,vulnerability:livelihoods,Livelihoods,4.2,MUCHALI / IPC (MoA),IPC acute food-insecurity rounds,food-insecurity phase
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Vulnerable groups,vulnerability:displacedPeople,Displaced People,0,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Vulnerable groups,vulnerability:healthConditions,Health Conditions,0.8,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Vulnerability,Vulnerable groups,vulnerability:childrenHealthNutrition,Children Health Nutrition,4.075,MoH,TDHS 2022,under-5 stunting
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Infrastructure,coping:accessHealth,Access Health,5.54,MoH,2022 PHC health facilities,resource availability
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Infrastructure,coping:economicCapacity,Economic Capacity,8.466666667,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Infrastructure,coping:wash,Wash,7,MoW,2022 PHC water points & boreholes,"resource availability, rank 2-8"
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Infrastructure,coping:communication,Communication,6.55,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Infrastructure,coping:education,Education,5.3,NBS / MoH,2022 PHC schools,resource availability
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Institutional,coping:drrImplementation,Drr Implementation,3,PMO-DMD / DRR Coordinator,EPRP / EOCC / Anticipatory-Action records,DRM investment overlay
TZ02,Arusha,TZ0203,Arusha Urban,Lack of Coping Capacity,Institutional,coping:governance,Governance,3.5,PMO-DMD,INFORM SADC governance,baseline
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Exposure,hazard:exposure,Population Exposure,3.83,NBS,2022 PHC population,"population density, log min-max"
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:coastalHazards,Coastal Hazards,0,TMA / PMO-DMD,coastal strip,documented overlay
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:drought,Drought,8.7,TMA / MoA,CHIRPS v3 1991-2024 + ERA5 t2m,"aridity+variability+SPEI+growing-season, min-max"
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:earthquake,Earthquake,10,INFORM SADC,INFORM seismic,baseline
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:environmentalDegradation,Environmental Degradation,4.3,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:flood,Flood,4.7,PMO-DMD / TMA / MoW,CHIRPS v3 daily + recorded floods,"max(hazard, sqrt(hazard×exposure))"
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:landslide,Landslide,5.4,TMA / PMO-DMD,documented rainfall-triggered events,documented overlay
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:stormsCyclone,Storms Cyclone,0,TMA / PMO-DMD,Cyclone Hidaya 2024 + Lindi 1952 + Zanzibar 1872,documented cyclone/storm exposure overlay
TZ02,Arusha,TZ0204,Karatu,Hazard & Exposure,Natural hazards,hazard:volcano,Volcano,10,INFORM SADC 2024,INFORM Sub-national SADC 2024,baseline
